JobID,RunID,Attempt,Status,Conclusion,JobName,StartedAt,CompletedAt,StepName,ExecutionTime,StatusEncoded
29447987358,10622836875,1,completed,success,"Build, Test and Deploy",2024-08-29 21:23:33,2024-08-29 21:25:34,build (java),121.0,0
29445675726,10622127671,1,completed,success,"Build, Test and Deploy",2024-08-29 20:24:57,2024-08-29 20:25:34,build (golang),37.0,0
29445675998,10622127671,1,completed,success,"Build, Test and Deploy",2024-08-29 20:24:56,2024-08-29 20:25:40,build (python),44.0,0
29445676251,10622127671,1,completed,success,"Build, Test and Deploy",2024-08-29 20:24:57,2024-08-29 20:26:54,build (java),117.0,0
29442990260,10621307325,1,completed,success,"Build, Test and Deploy",2024-08-29 19:20:20,2024-08-29 19:20:51,build (golang),31.0,0
29442990550,10621307325,1,completed,success,"Build, Test and Deploy",2024-08-29 19:20:20,2024-08-29 19:21:01,build (python),41.0,0
29442990875,10621307325,1,completed,success,"Build, Test and Deploy",2024-08-29 19:20:21,2024-08-29 19:22:15,build (java),114.0,0
29440922047,10620664787,1,completed,success,"Build, Test and Deploy",2024-08-29 18:31:45,2024-08-29 18:32:22,build (golang),37.0,0
29440922402,10620664787,1,completed,success,"Build, Test and Deploy",2024-08-29 18:31:44,2024-08-29 18:32:32,build (python),48.0,0
29440922748,10620664787,1,completed,success,"Build, Test and Deploy",2024-08-29 18:31:44,2024-08-29 18:33:45,build (java),121.0,0
29438016677,10619755451,1,completed,success,"Build, Test and Deploy",2024-08-29 17:25:10,2024-08-29 17:25:38,build (golang),28.0,0
29438017056,10619755451,1,completed,success,"Build, Test and Deploy",2024-08-29 17:25:11,2024-08-29 17:25:46,build (python),35.0,0
29438017339,10619755451,1,completed,success,"Build, Test and Deploy",2024-08-29 17:25:11,2024-08-29 17:27:00,build (java),109.0,0
29435561717,10618999526,1,completed,success,"Build, Test and Deploy",2024-08-29 16:30:31,2024-08-29 16:31:07,build (golang),36.0,0
29435562004,10618999526,1,completed,success,"Build, Test and Deploy",2024-08-29 16:30:31,2024-08-29 16:31:15,build (python),44.0,0
29435562339,10618999526,1,completed,success,"Build, Test and Deploy",2024-08-29 16:30:31,2024-08-29 16:32:30,build (java),119.0,0
29432323260,10618042953,1,completed,success,"Build, Test and Deploy",2024-08-29 15:26:38,2024-08-29 15:27:16,build (golang),38.0,0
29432323650,10618042953,1,completed,success,"Build, Test and Deploy",2024-08-29 15:26:38,2024-08-29 15:27:23,build (python),45.0,0
29432323961,10618042953,1,completed,success,"Build, Test and Deploy",2024-08-29 15:26:38,2024-08-29 15:28:37,build (java),119.0,0
29428950858,10617062781,1,completed,success,"Build, Test and Deploy",2024-08-29 14:28:16,2024-08-29 14:28:45,build (golang),29.0,0
29428951376,10617062781,1,completed,success,"Build, Test and Deploy",2024-08-29 14:28:15,2024-08-29 14:28:53,build (python),38.0,0
29428952233,10617062781,1,completed,success,"Build, Test and Deploy",2024-08-29 14:28:16,2024-08-29 14:30:14,build (java),118.0,0
29425463862,10616037721,1,completed,success,"Build, Test and Deploy",2024-08-29 13:28:09,2024-08-29 13:28:42,build (golang),33.0,0
29425464317,10616037721,1,completed,success,"Build, Test and Deploy",2024-08-29 13:28:10,2024-08-29 13:28:53,build (python),43.0,0
29425464795,10616037721,1,completed,success,"Build, Test and Deploy",2024-08-29 13:28:12,2024-08-29 13:30:15,build (java),123.0,0
29423139569,10615317453,1,completed,success,"Build, Test and Deploy",2024-08-29 12:46:05,2024-08-29 12:46:40,build (golang),35.0,0
29423139859,10615317453,1,completed,success,"Build, Test and Deploy",2024-08-29 12:46:06,2024-08-29 12:46:52,build (python),46.0,0
29423140216,10615317453,1,completed,success,"Build, Test and Deploy",2024-08-29 12:46:06,2024-08-29 12:48:01,build (java),115.0,0
29419136328,10614050444,1,completed,success,"Build, Test and Deploy",2024-08-29 11:21:37,2024-08-29 11:22:13,build (golang),36.0,0
29419136690,10614050444,1,completed,success,"Build, Test and Deploy",2024-08-29 11:21:38,2024-08-29 11:22:21,build (python),43.0,0
29419136999,10614050444,1,completed,success,"Build, Test and Deploy",2024-08-29 11:21:37,2024-08-29 11:23:31,build (java),114.0,0
29416898997,10613330648,1,completed,success,"Build, Test and Deploy",2024-08-29 10:29:53,2024-08-29 10:30:29,build (golang),36.0,0
29416899473,10613330648,1,completed,success,"Build, Test and Deploy",2024-08-29 10:29:54,2024-08-29 10:30:36,build (python),42.0,0
29416899794,10613330648,1,completed,success,"Build, Test and Deploy",2024-08-29 10:29:53,2024-08-29 10:31:49,build (java),116.0,0
29413947967,10612395552,1,completed,success,"Build, Test and Deploy",2024-08-29 09:26:32,2024-08-29 09:27:05,build (golang),33.0,0
29413948285,10612395552,1,completed,success,"Build, Test and Deploy",2024-08-29 09:26:32,2024-08-29 09:27:13,build (python),41.0,0
29413948631,10612395552,1,completed,success,"Build, Test and Deploy",2024-08-29 09:26:31,2024-08-29 09:28:28,build (java),117.0,0
29411170422,10611506216,1,completed,success,"Build, Test and Deploy",2024-08-29 08:29:43,2024-08-29 08:30:18,build (golang),35.0,0
29411170768,10611506216,1,completed,success,"Build, Test and Deploy",2024-08-29 08:29:43,2024-08-29 08:30:26,build (python),43.0,0
29411171160,10611506216,1,completed,success,"Build, Test and Deploy",2024-08-29 08:29:44,2024-08-29 08:31:49,build (java),125.0,0
29408267817,10610560494,1,completed,success,"Build, Test and Deploy",2024-08-29 07:22:43,2024-08-29 07:23:20,build (golang),37.0,0
29408268114,10610560494,1,completed,success,"Build, Test and Deploy",2024-08-29 07:22:43,2024-08-29 07:23:28,build (python),45.0,0
29408268422,10610560494,1,completed,success,"Build, Test and Deploy",2024-08-29 07:22:44,2024-08-29 07:24:50,build (java),126.0,0
29406483362,10609935156,1,completed,success,"Build, Test and Deploy",2024-08-29 06:32:49,2024-08-29 06:33:26,build (golang),37.0,0
29406483642,10609935156,1,completed,success,"Build, Test and Deploy",2024-08-29 06:32:50,2024-08-29 06:33:35,build (python),45.0,0
29406483848,10609935156,1,completed,success,"Build, Test and Deploy",2024-08-29 06:32:49,2024-08-29 06:34:59,build (java),130.0,0
29404634350,10609251367,1,completed,success,"Build, Test and Deploy",2024-08-29 05:27:29,2024-08-29 05:28:12,build (golang),43.0,0
29404634519,10609251367,1,completed,success,"Build, Test and Deploy",2024-08-29 05:27:28,2024-08-29 05:28:23,build (python),55.0,0
29404634725,10609251367,1,completed,success,"Build, Test and Deploy",2024-08-29 05:27:29,2024-08-29 05:29:48,build (java),139.0,0
29403211899,10608704173,1,completed,success,"Build, Test and Deploy",2024-08-29 04:28:23,2024-08-29 04:29:02,build (golang),39.0,0
29403211990,10608704173,1,completed,success,"Build, Test and Deploy",2024-08-29 04:28:23,2024-08-29 04:29:12,build (python),49.0,0
29403212100,10608704173,1,completed,success,"Build, Test and Deploy",2024-08-29 04:28:23,2024-08-29 04:30:36,build (java),133.0,0
29401837852,10608178929,1,completed,success,"Build, Test and Deploy",2024-08-29 03:27:13,2024-08-29 03:27:44,build (golang),31.0,0
29401837984,10608178929,1,completed,success,"Build, Test and Deploy",2024-08-29 03:27:12,2024-08-29 03:27:52,build (python),40.0,0
29401838117,10608178929,1,completed,success,"Build, Test and Deploy",2024-08-29 03:27:12,2024-08-29 03:29:25,build (java),133.0,0
29400861841,10607810770,1,completed,success,"Build, Test and Deploy",2024-08-29 02:47:10,2024-08-29 02:47:45,build (golang),35.0,0
29400862130,10607810770,1,completed,success,"Build, Test and Deploy",2024-08-29 02:47:10,2024-08-29 02:47:51,build (python),41.0,0
29400862341,10607810770,1,completed,success,"Build, Test and Deploy",2024-08-29 02:47:09,2024-08-29 02:49:16,build (java),127.0,0
29464563620,10628875155,1,completed,failure,"Build, Test and Deploy",2024-08-30 07:46:58,2024-08-30 07:47:31,build (golang),33.0,0
29464563893,10628875155,1,completed,failure,"Build, Test and Deploy",2024-08-30 07:46:59,2024-08-30 07:47:18,build (python),19.0,0
29464564110,10628875155,1,completed,failure,"Build, Test and Deploy",2024-08-30 07:46:58,2024-08-30 07:47:36,build (java),38.0,0
29463682885,10628574886,1,completed,success,"Build, Test and Deploy",2024-08-30 07:22:14,2024-08-30 07:22:41,build (golang),27.0,0
29463683126,10628574886,1,completed,success,"Build, Test and Deploy",2024-08-30 07:22:14,2024-08-30 07:22:47,build (python),33.0,0
29463683368,10628574886,1,completed,success,"Build, Test and Deploy",2024-08-30 07:22:13,2024-08-30 07:24:01,build (java),108.0,0
29462054079,10628002320,1,completed,success,"Build, Test and Deploy",2024-08-30 06:32:49,2024-08-30 06:33:26,build (golang),37.0,0
29462054273,10628002320,1,completed,success,"Build, Test and Deploy",2024-08-30 06:32:49,2024-08-30 06:33:34,build (python),45.0,0
29462054454,10628002320,1,completed,success,"Build, Test and Deploy",2024-08-30 06:32:49,2024-08-30 06:34:45,build (java),116.0,0
29460339223,10627355233,1,completed,success,"Build, Test and Deploy",2024-08-30 05:27:31,2024-08-30 05:28:05,build (golang),34.0,0
29460339341,10627355233,1,completed,success,"Build, Test and Deploy",2024-08-30 05:27:31,2024-08-30 05:28:12,build (python),41.0,0
29460339472,10627355233,1,completed,success,"Build, Test and Deploy",2024-08-30 05:27:31,2024-08-30 05:29:26,build (java),115.0,0
29458986579,10626831431,1,completed,success,"Build, Test and Deploy",2024-08-30 04:28:57,2024-08-30 04:29:33,build (golang),36.0,0
29458986739,10626831431,1,completed,success,"Build, Test and Deploy",2024-08-30 04:28:57,2024-08-30 04:29:39,build (python),42.0,0
29458986909,10626831431,1,completed,success,"Build, Test and Deploy",2024-08-30 04:28:58,2024-08-30 04:30:57,build (java),119.0,0
29457665487,10626321437,1,completed,success,"Build, Test and Deploy",2024-08-30 03:27:06,2024-08-30 03:27:34,build (golang),28.0,0
29457665606,10626321437,1,completed,success,"Build, Test and Deploy",2024-08-30 03:27:06,2024-08-30 03:27:41,build (python),35.0,0
29457665734,10626321437,1,completed,success,"Build, Test and Deploy",2024-08-30 03:27:06,2024-08-30 03:28:58,build (java),112.0,0
29456772188,10625965374,1,completed,success,"Build, Test and Deploy",2024-08-30 02:47:47,2024-08-30 02:48:19,build (golang),32.0,0
29456772352,10625965374,1,completed,success,"Build, Test and Deploy",2024-08-30 02:47:47,2024-08-30 02:48:27,build (python),40.0,0
29456772510,10625965374,1,completed,success,"Build, Test and Deploy",2024-08-30 02:47:47,2024-08-30 02:49:38,build (java),111.0,0
29455275260,10625393963,1,completed,success,"Build, Test and Deploy",2024-08-30 01:45:31,2024-08-30 01:46:02,build (golang),31.0,0
29455275357,10625393963,1,completed,success,"Build, Test and Deploy",2024-08-30 01:45:32,2024-08-30 01:46:11,build (python),39.0,0
29455275477,10625393963,1,completed,success,"Build, Test and Deploy",2024-08-30 01:45:32,2024-08-30 01:47:24,build (java),112.0,0
29451707010,10624073958,1,completed,success,"Build, Test and Deploy",2024-08-29 23:23:44,2024-08-29 23:24:19,build (golang),35.0,0
29451707161,10624073958,1,completed,success,"Build, Test and Deploy",2024-08-29 23:23:44,2024-08-29 23:24:27,build (python),43.0,0
29451707349,10624073958,1,completed,success,"Build, Test and Deploy",2024-08-29 23:23:43,2024-08-29 23:25:41,build (java),118.0,0
29450148024,10623540000,1,completed,success,"Build, Test and Deploy",2024-08-29 22:28:05,2024-08-29 22:28:41,build (golang),36.0,0
29450148394,10623540000,1,completed,success,"Build, Test and Deploy",2024-08-29 22:28:04,2024-08-29 22:28:49,build (python),45.0,0
29450148648,10623540000,1,completed,success,"Build, Test and Deploy",2024-08-29 22:28:06,2024-08-29 22:30:08,build (java),122.0,0
29447986778,10622836875,1,completed,success,"Build, Test and Deploy",2024-08-29 21:23:34,2024-08-29 21:24:08,build (golang),34.0,0
29447987097,10622836875,1,completed,success,"Build, Test and Deploy",2024-08-29 21:23:34,2024-08-29 21:24:14,build (python),40.0,0
29447987358,10622836875,1,completed,success,"Build, Test and Deploy",2024-08-29 21:23:33,2024-08-29 21:25:34,build (java),121.0,0
29445675726,10622127671,1,completed,success,"Build, Test and Deploy",2024-08-29 20:24:57,2024-08-29 20:25:34,build (golang),37.0,0
29445675998,10622127671,1,completed,success,"Build, Test and Deploy",2024-08-29 20:24:56,2024-08-29 20:25:40,build (python),44.0,0
29445676251,10622127671,1,completed,success,"Build, Test and Deploy",2024-08-29 20:24:57,2024-08-29 20:26:54,build (java),117.0,0
29442990260,10621307325,1,completed,success,"Build, Test and Deploy",2024-08-29 19:20:20,2024-08-29 19:20:51,build (golang),31.0,0
29442990550,10621307325,1,completed,success,"Build, Test and Deploy",2024-08-29 19:20:20,2024-08-29 19:21:01,build (python),41.0,0
29442990875,10621307325,1,completed,success,"Build, Test and Deploy",2024-08-29 19:20:21,2024-08-29 19:22:15,build (java),114.0,0
29440922047,10620664787,1,completed,success,"Build, Test and Deploy",2024-08-29 18:31:45,2024-08-29 18:32:22,build (golang),37.0,0
29440922402,10620664787,1,completed,success,"Build, Test and Deploy",2024-08-29 18:31:44,2024-08-29 18:32:32,build (python),48.0,0
29440922748,10620664787,1,completed,success,"Build, Test and Deploy",2024-08-29 18:31:44,2024-08-29 18:33:45,build (java),121.0,0
29438016677,10619755451,1,completed,success,"Build, Test and Deploy",2024-08-29 17:25:10,2024-08-29 17:25:38,build (golang),28.0,0
29438017056,10619755451,1,completed,success,"Build, Test and Deploy",2024-08-29 17:25:11,2024-08-29 17:25:46,build (python),35.0,0
29438017339,10619755451,1,completed,success,"Build, Test and Deploy",2024-08-29 17:25:11,2024-08-29 17:27:00,build (java),109.0,0
29435561717,10618999526,1,completed,success,"Build, Test and Deploy",2024-08-29 16:30:31,2024-08-29 16:31:07,build (golang),36.0,0
29435562004,10618999526,1,completed,success,"Build, Test and Deploy",2024-08-29 16:30:31,2024-08-29 16:31:15,build (python),44.0,0
29435562339,10618999526,1,completed,success,"Build, Test and Deploy",2024-08-29 16:30:31,2024-08-29 16:32:30,build (java),119.0,0
29432323260,10618042953,1,completed,success,"Build, Test and Deploy",2024-08-29 15:26:38,2024-08-29 15:27:16,build (golang),38.0,0
29432323650,10618042953,1,completed,success,"Build, Test and Deploy",2024-08-29 15:26:38,2024-08-29 15:27:23,build (python),45.0,0
29432323961,10618042953,1,completed,success,"Build, Test and Deploy",2024-08-29 15:26:38,2024-08-29 15:28:37,build (java),119.0,0
29428950858,10617062781,1,completed,success,"Build, Test and Deploy",2024-08-29 14:28:16,2024-08-29 14:28:45,build (golang),29.0,0
29428951376,10617062781,1,completed,success,"Build, Test and Deploy",2024-08-29 14:28:15,2024-08-29 14:28:53,build (python),38.0,0
29428952233,10617062781,1,completed,success,"Build, Test and Deploy",2024-08-29 14:28:16,2024-08-29 14:30:14,build (java),118.0,0
29425463862,10616037721,1,completed,success,"Build, Test and Deploy",2024-08-29 13:28:09,2024-08-29 13:28:42,build (golang),33.0,0
29425464317,10616037721,1,completed,success,"Build, Test and Deploy",2024-08-29 13:28:10,2024-08-29 13:28:53,build (python),43.0,0
29425464795,10616037721,1,completed,success,"Build, Test and Deploy",2024-08-29 13:28:12,2024-08-29 13:30:15,build (java),123.0,0
29423139569,10615317453,1,completed,success,"Build, Test and Deploy",2024-08-29 12:46:05,2024-08-29 12:46:40,build (golang),35.0,0
29423139859,10615317453,1,completed,success,"Build, Test and Deploy",2024-08-29 12:46:06,2024-08-29 12:46:52,build (python),46.0,0
29423140216,10615317453,1,completed,success,"Build, Test and Deploy",2024-08-29 12:46:06,2024-08-29 12:48:01,build (java),115.0,0
29419136328,10614050444,1,completed,success,"Build, Test and Deploy",2024-08-29 11:21:37,2024-08-29 11:22:13,build (golang),36.0,0
29419136690,10614050444,1,completed,success,"Build, Test and Deploy",2024-08-29 11:21:38,2024-08-29 11:22:21,build (python),43.0,0
29419136999,10614050444,1,completed,success,"Build, Test and Deploy",2024-08-29 11:21:37,2024-08-29 11:23:31,build (java),114.0,0
29416898997,10613330648,1,completed,success,"Build, Test and Deploy",2024-08-29 10:29:53,2024-08-29 10:30:29,build (golang),36.0,0
29416899473,10613330648,1,completed,success,"Build, Test and Deploy",2024-08-29 10:29:54,2024-08-29 10:30:36,build (python),42.0,0
29416899794,10613330648,1,completed,success,"Build, Test and Deploy",2024-08-29 10:29:53,2024-08-29 10:31:49,build (java),116.0,0
29413947967,10612395552,1,completed,success,"Build, Test and Deploy",2024-08-29 09:26:32,2024-08-29 09:27:05,build (golang),33.0,0
29413948285,10612395552,1,completed,success,"Build, Test and Deploy",2024-08-29 09:26:32,2024-08-29 09:27:13,build (python),41.0,0
29413948631,10612395552,1,completed,success,"Build, Test and Deploy",2024-08-29 09:26:31,2024-08-29 09:28:28,build (java),117.0,0
29411170422,10611506216,1,completed,success,"Build, Test and Deploy",2024-08-29 08:29:43,2024-08-29 08:30:18,build (golang),35.0,0
29411170768,10611506216,1,completed,success,"Build, Test and Deploy",2024-08-29 08:29:43,2024-08-29 08:30:26,build (python),43.0,0
29411171160,10611506216,1,completed,success,"Build, Test and Deploy",2024-08-29 08:29:44,2024-08-29 08:31:49,build (java),125.0,0
29408267817,10610560494,1,completed,success,"Build, Test and Deploy",2024-08-29 07:22:43,2024-08-29 07:23:20,build (golang),37.0,0
29408268114,10610560494,1,completed,success,"Build, Test and Deploy",2024-08-29 07:22:43,2024-08-29 07:23:28,build (python),45.0,0
29408268422,10610560494,1,completed,success,"Build, Test and Deploy",2024-08-29 07:22:44,2024-08-29 07:24:50,build (java),126.0,0
29406483362,10609935156,1,completed,success,"Build, Test and Deploy",2024-08-29 06:32:49,2024-08-29 06:33:26,build (golang),37.0,0
29406483642,10609935156,1,completed,success,"Build, Test and Deploy",2024-08-29 06:32:50,2024-08-29 06:33:35,build (python),45.0,0
29406483848,10609935156,1,completed,success,"Build, Test and Deploy",2024-08-29 06:32:49,2024-08-29 06:34:59,build (java),130.0,0
29404634350,10609251367,1,completed,success,"Build, Test and Deploy",2024-08-29 05:27:29,2024-08-29 05:28:12,build (golang),43.0,0
29404634519,10609251367,1,completed,success,"Build, Test and Deploy",2024-08-29 05:27:28,2024-08-29 05:28:23,build (python),55.0,0
29404634725,10609251367,1,completed,success,"Build, Test and Deploy",2024-08-29 05:27:29,2024-08-29 05:29:48,build (java),139.0,0
29403211899,10608704173,1,completed,success,"Build, Test and Deploy",2024-08-29 04:28:23,2024-08-29 04:29:02,build (golang),39.0,0
29403211990,10608704173,1,completed,success,"Build, Test and Deploy",2024-08-29 04:28:23,2024-08-29 04:29:12,build (python),49.0,0
29403212100,10608704173,1,completed,success,"Build, Test and Deploy",2024-08-29 04:28:23,2024-08-29 04:30:36,build (java),133.0,0
29401837852,10608178929,1,completed,success,"Build, Test and Deploy",2024-08-29 03:27:13,2024-08-29 03:27:44,build (golang),31.0,0
29401837984,10608178929,1,completed,success,"Build, Test and Deploy",2024-08-29 03:27:12,2024-08-29 03:27:52,build (python),40.0,0
29401838117,10608178929,1,completed,success,"Build, Test and Deploy",2024-08-29 03:27:12,2024-08-29 03:29:25,build (java),133.0,0
29400861841,10607810770,1,completed,success,"Build, Test and Deploy",2024-08-29 02:47:10,2024-08-29 02:47:45,build (golang),35.0,0
29400862130,10607810770,1,completed,success,"Build, Test and Deploy",2024-08-29 02:47:10,2024-08-29 02:47:51,build (python),41.0,0
29400862341,10607810770,1,completed,success,"Build, Test and Deploy",2024-08-29 02:47:09,2024-08-29 02:49:16,build (java),127.0,0
